episode_id,incident_id,true_cause_family,true_root_entity_id,true_pattern_id,correct_remediation,propagation_targets,change_id,cause_selection_stream,background_stream,data_classification
EP-000384,INC-000384,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:77,background:EP-000384,SYNTHETIC
EP-000385,INC-000385,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:78,background:EP-000385,SYNTHETIC
EP-000386,INC-000386,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:79,background:EP-000386,SYNTHETIC
EP-000387,INC-000387,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",CHG-000387,cause:15:80,background:EP-000387,SYNTHETIC
EP-000388,INC-000388,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:81,background:EP-000388,SYNTHETIC
EP-000389,INC-000389,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:82,background:EP-000389,SYNTHETIC
EP-000390,INC-000390,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:83,background:EP-000390,SYNTHETIC
EP-000391,INC-000391,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",CHG-000391,cause:15:84,background:EP-000391,SYNTHETIC
EP-000392,INC-000392,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:85,background:EP-000392,SYNTHETIC
EP-000393,INC-000393,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:86,background:EP-000393,SYNTHETIC
EP-000394,INC-000394,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:87,background:EP-000394,SYNTHETIC
EP-000395,INC-000395,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:88,background:EP-000395,SYNTHETIC
EP-000396,INC-000396,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",CHG-000396,cause:15:89,background:EP-000396,SYNTHETIC
EP-000397,INC-000397,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:90,background:EP-000397,SYNTHETIC
EP-000398,INC-000398,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",CHG-000398,cause:15:91,background:EP-000398,SYNTHETIC
EP-000399,INC-000399,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:92,background:EP-000399,SYNTHETIC
EP-000400,INC-000400,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:93,background:EP-000400,SYNTHETIC
EP-000401,INC-000401,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:94,background:EP-000401,SYNTHETIC
EP-000402,INC-000402,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",CHG-000402,cause:15:95,background:EP-000402,SYNTHETIC
EP-000403,INC-000403,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:96,background:EP-000403,SYNTHETIC
EP-000404,INC-000404,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:97,background:EP-000404,SYNTHETIC
EP-000405,INC-000405,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",CHG-000405,cause:15:98,background:EP-000405,SYNTHETIC
EP-000406,INC-000406,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:99,background:EP-000406,SYNTHETIC
EP-000407,INC-000407,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:100,background:EP-000407,SYNTHETIC
EP-000408,INC-000408,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:101,background:EP-000408,SYNTHETIC
EP-000409,INC-000409,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:102,background:EP-000409,SYNTHETIC
EP-000410,INC-000410,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:103,background:EP-000410,SYNTHETIC
EP-000411,INC-000411,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:104,background:EP-000411,SYNTHETIC
EP-000412,INC-000412,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:105,background:EP-000412,SYNTHETIC
EP-000413,INC-000413,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:106,background:EP-000413,SYNTHETIC
EP-000414,INC-000414,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:107,background:EP-000414,SYNTHETIC
EP-000415,INC-000415,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:108,background:EP-000415,SYNTHETIC
EP-000416,INC-000416,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",CHG-000416,cause:15:109,background:EP-000416,SYNTHETIC
EP-000417,INC-000417,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:110,background:EP-000417,SYNTHETIC
EP-000418,INC-000418,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",CHG-000418,cause:15:111,background:EP-000418,SYNTHETIC
EP-000419,INC-000419,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:112,background:EP-000419,SYNTHETIC
EP-000420,INC-000420,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:113,background:EP-000420,SYNTHETIC
EP-000421,INC-000421,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",CHG-000421,cause:15:114,background:EP-000421,SYNTHETIC
EP-000422,INC-000422,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:115,background:EP-000422,SYNTHETIC
EP-000423,INC-000423,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:116,background:EP-000423,SYNTHETIC
EP-000424,INC-000424,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",CHG-000424,cause:15:117,background:EP-000424,SYNTHETIC
EP-000425,INC-000425,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",CHG-000425,cause:15:118,background:EP-000425,SYNTHETIC
EP-000426,INC-000426,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:119,background:EP-000426,SYNTHETIC
EP-000427,INC-000427,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:120,background:EP-000427,SYNTHETIC
EP-000428,INC-000428,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:121,background:EP-000428,SYNTHETIC
EP-000429,INC-000429,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:122,background:EP-000429,SYNTHETIC
EP-000430,INC-000430,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",CHG-000430,cause:15:123,background:EP-000430,SYNTHETIC
EP-000431,INC-000431,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:124,background:EP-000431,SYNTHETIC
EP-000432,INC-000432,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:125,background:EP-000432,SYNTHETIC
EP-000433,INC-000433,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",CHG-000433,cause:15:126,background:EP-000433,SYNTHETIC
EP-000434,INC-000434,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:127,background:EP-000434,SYNTHETIC
EP-000435,INC-000435,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:128,background:EP-000435,SYNTHETIC
EP-000436,INC-000436,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:129,background:EP-000436,SYNTHETIC
EP-000437,INC-000437,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",CHG-000437,cause:15:130,background:EP-000437,SYNTHETIC
EP-000438,INC-000438,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:131,background:EP-000438,SYNTHETIC
EP-000439,INC-000439,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:132,background:EP-000439,SYNTHETIC
EP-000440,INC-000440,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:133,background:EP-000440,SYNTHETIC
EP-000441,INC-000441,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",CHG-000441,cause:15:134,background:EP-000441,SYNTHETIC
EP-000442,INC-000442,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:135,background:EP-000442,SYNTHETIC
EP-000443,INC-000443,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",CHG-000443,cause:15:136,background:EP-000443,SYNTHETIC
EP-000444,INC-000444,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:137,background:EP-000444,SYNTHETIC
EP-000445,INC-000445,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0002"", ""COMP-0020"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0009"", ""SVC-0010"", ""SVC-0013"", ""SVC-0014"", ""SVC-0018"", ""TEAM-0001""]",,cause:15:138,background:EP-000445,SYNTHETIC
EP-000446,INC-000446,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0016,WAIT_AND_FAILOVER,"[""COMP-0001"", ""COMP-0019"", ""SVC-0001"", ""SVC-0003"", ""SVC-0005"", ""SVC-0008"", ""SVC-0009"", ""SVC-0013"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0003""]",,cause:15:139,background:EP-000446,SYNTHETIC
EP-000447,INC-000447,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0017""]",,cause:15:140,background:EP-000447,SYNTHETIC
EP-000448,INC-000448,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0016,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0013"", ""SVC-0014""]",,cause:15:141,background:EP-000448,SYNTHETIC
